"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
"*ZIPPY","DOG","PIT BULL/MIX","BLACK/BROWN","Female","MED","2020-12-02T00:00:00.000","K22-043038","DS75","A414013","2022-11-02T00:00:00.000",,"0","STRAY","FIELD",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"DOG","ROTTWEILER","BLACK/TAN","Male","X-LRG","2020-11-09T00:00:00.000","K22-043078","DS67","A414073","2022-11-09T00:00:00.000","2022-12-02T00:00:00.000","23","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
"MISS MOLLY","CAT","DOMESTIC SH","BLUE CREAM/CALICO","Spayed","SMALL","2020-05-10T00:00:00.000","K22-041151","CS05","A411100","2022-04-21T00:00:00.000","2022-05-11T00:00:00.000","20","STRAY","PHONE","ADOPTION","FINDER","HEALTHY","HEALTHY","SANTA ROSA","*SEBASTOPOL","95472","
,  95472
(38.40179, -122.82512)","1"
"*JASON","CAT","SIAMESE/MIX","SEAL PT","Neutered","SMALL","2021-04-14T00:00:00.000","K22-043059","CA02","A413671","2022-11-05T00:00:00.000","2022-12-02T00:00:00.000","27","ADOPTION RETURN","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"DOG","PIT BULL/BOSTON TERRIER","TRICOLOR/BROWN","Female","MED",,"K22-043266","DS59","A414314","2022-12-01T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"COUNTY",,,,"1"
"THORA","CAT","DOMESTIC SH","TORTIE PT","Spayed","SMALL","2019-04-21T00:00:00.000","K22-042910","CA02","A413787","2022-10-21T00:00:00.000","2022-12-02T00:00:00.000","42","OWNER SURRENDER","FIELD","TRANSFER","HSSC","UNKNOWN","HEALTHY","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"*RAFA","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN","2022-07-30T00:00:00.000","K22-042426","LOBBY","A413107","2022-09-03T00:00:00.000","2022-12-02T00:00:00.000","90","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
,"DOG","CHIHUAHUA SH/MIX","TAN","Male","SMALL","2020-12-02T00:00:00.000","K22-043269","DS56","A414318","2022-12-02T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
,"DOG","GERM SHEPHERD/DOBERMAN PINSCH","BLACK","Neutered","MED","2012-12-03T00:00:00.000","K22-043273","DS67","A414329","2022-12-03T00:00:00.000",,"0","STRAY","FIELD",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
"CHRISSY","DOG","GERM SHEPHERD","BLACK/TAN","Female","LARGE","2022-01-05T00:00:00.000","K22-043109","DS51","A414048","2022-11-10T00:00:00.000","2022-12-03T00:00:00.000","23","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","HEALTHY","HEALTHY","SANTA ROSA",,,,"1"
"*RUDOLPH","CAT","DOMESTIC SH","BRN TABBY/WHITE","Neutered","SMALL","2022-08-26T00:00:00.000","K22-043112","LOBBY","A414110","2022-11-10T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*SNOWEY","DOG","PIT BULL/MIX","WHITE/BLACK","Female","MED","2021-11-01T00:00:00.000","K22-043009","DS77","A413982","2022-11-01T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"COUNTY",,,,"1"
"*CHARLES","CAT","DOMESTIC SH","ORANGE/WHITE","Male","SMALL",,"K22-043057","CS05","A414044","2022-11-05T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"COUNTY",,,,"1"
,"CAT","DOMESTIC MH","BRN TABBY","Male","KITTN",,"K22-043270","VET","A414326","2022-12-03T00:00:00.000",,"0","STRAY","PHONE",,,"UNKNOWN",,"COUNTY",,,,"1"
"*PONG","CAT","DOMESTIC SH","BUFF/WHITE","Neutered","KITTN","2022-08-02T00:00:00.000","K22-043162","LOBBY","A414199","2022-11-17T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"NOVA","DOG","SIBERIAN HUSKY","WHITE/BLACK","Female","LARGE",,"K22-043268","DS64","A414316","2022-12-02T00:00:00.000","2022-12-03T00:00:00.000","1","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*PING","CAT","DOMESTIC SH","BUFF/WHITE","Neutered","KITTN","2022-08-02T00:00:00.000","K22-043161","LOBBY","A414198","2022-11-17T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"*LUCINDA","CAT","DOMESTIC SH","BRN TABBY/WHITE","Spayed","SMALL","2018-05-03T00:00:00.000","K22-041231","CA02","A411277","2022-04-28T00:00:00.000",,"0","CONFISCATE","FLD_CRUEL",,,"TREATABLE/MANAGEABLE",,"COUNTY","COUNTY","95450","
,  95450
(38.44974, -123.11524)","1"
,"DOG","AUST SHEPHERD/MIX","BLUE MERLE/WHITE","Female","SMALL",,"K22-043141","DS54","A414168","2022-11-15T00:00:00.000","2022-12-03T00:00:00.000","18","STRAY","OVER THE COUNTER","TRANSFER","DOGWOOD","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"LUIGI","CAT","DOMESTIC SH","ORG TABBY","Neutered","SMALL","2022-04-12T00:00:00.000","K22-043117","CA02","A414129","2022-11-12T00:00:00.000",,"0","STRAY","FIELD",,,"HEALTHY",,"SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*LITTLE","CAT","DOMESTIC SH","BLUE CREAM/TORTIE","Spayed","SMALL","2021-06-01T00:00:00.000","K22-042947","CA02","A413870","2022-10-25T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"DOG","PARSON RUSS TER/MIX","BROWN/WHITE","Female","SMALL",,"K22-043082","DS96","A414081","2022-11-09T00:00:00.000","2022-12-03T00:00:00.000","24","STRAY","OVER THE COUNTER","TRANSFER","DOGWOOD","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"DOG","CHIHUAHUA SH/MIX","CHOCOLATE","Male","TOY","2021-12-03T00:00:00.000","K22-043274","DS96","A414330","2022-12-03T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"COUNTY",,,,"1"
,"DOG","AUST SHEPHERD/MIX","BLUE MERLE","Male","SMALL",,"K22-043140","DS53","A414167","2022-11-15T00:00:00.000","2022-12-03T00:00:00.000","18","STRAY","OVER THE COUNTER","TRANSFER","DOGWOOD","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"DOG","RAT TERRIER/MIX","BLACK/WHITE","Female","SMALL","2011-12-03T00:00:00.000","K22-043275","DS50","A414331","2022-12-03T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"BELLA","DOG","CHIHUAHUA SH","WHITE","Female","SMALL","2006-03-25T00:00:00.000","K22-043265","DS49","A213802","2022-12-01T00:00:00.000","2022-12-03T00:00:00.000","2","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*MUFFIN","CAT","DOMESTIC SH","BRN TABBY/WHITE","Neutered","SMALL",,"K22-042966","CA02","A413904","2022-10-26T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*BLITZEN","CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL","2022-08-26T00:00:00.000","K22-043114","LOBBY","A414114","2022-11-10T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*PICKETT","OTHER","PARAKEET","GREEN/YELLOW","Male","SMALL",,"K22-043171","LOBBY","A414208","2022-11-19T00:00:00.000",,"0","STRAY","FIELD",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"BJUPVIK","CAT","DOMESTIC LH","BRN TABBY","Male","SMALL","2015-11-30T00:00:00.000","K22-043237","CS06","A414272","2022-11-30T00:00:00.000",,"0","QUARANTINE","FIELD",,,"UNKNOWN",,"COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
,"DOG","CAIRN TERRIER/MIX","BLACK","Male","SMALL","2011-12-03T00:00:00.000","K22-042931","DA19","A413845","2022-10-23T00:00:00.000",,"0","CONFISCATE","FLD_ABAND",,,"TREATABLE/REHAB",,"SANTA ROSA",,,,"1"
"BELLA","DOG","CHIHUAHUA SH","WHITE","Female","SMALL","2006-03-25T00:00:00.000","K17-022907","DS50","A213802","2017-03-25T00:00:00.000","2017-03-30T00:00:00.000","5","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","DOGWOOD","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*AZLAN","CAT","DOMESTIC MH","GRAY","Neutered","KITTN","2022-08-01T00:00:00.000","K22-043035","LOBBY","A414010","2022-11-02T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"*DONNER","CAT","DOMESTIC SH","BRN TABBY/WHITE","Neutered","SMALL","2022-08-26T00:00:00.000","K22-043113","LOBBY","A414113","2022-11-10T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*MOO","CAT","DOMESTIC SH","WHITE/BLACK","Female","KITTN","2021-11-22T00:00:00.000","K22-043186","CS05","A414230","2022-11-22T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
"*RAVEN","DOG","CHIHUAHUA SH/SCOT TERRIER","BLACK","Spayed","SMALL","2020-12-01T00:00:00.000","K22-043043","DA43","A414022","2022-11-03T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*HUCKLEBERRY","CAT","DOMESTIC SH","BLACK","Neutered","SMALL","2022-03-20T00:00:00.000","K22-043271","CS06","A413144","2022-12-03T00:00:00.000",,"0","ADOPTION RETURN","OVER THE COUNTER",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
"SASHA","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL","2016-06-15T00:00:00.000","K22-043119","CA02","A414131","2022-11-12T00:00:00.000",,"0","STRAY","FIELD",,,"HEALTHY",,"SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"*MARLA","DOG","CHIHUAHUA SH/MIX","BLACK","Spayed","SMALL","2017-11-23T00:00:00.000","K22-043044","DA42","A414023","2022-11-03T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*RYAN","CAT","DOMESTIC SH","BLACK/WHITE","Male","SMALL","2022-01-12T00:00:00.000","K22-043125","CS05","A414137","2022-11-12T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*PENNY","DOG","ANATOL SHEPHERD","CREAM","Spayed","LARGE","2021-07-19T00:00:00.000","K22-042754","DA17","A412328","2022-10-07T00:00:00.000",,"0","ADOPTION RETURN","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
"*REMI","CAT","DOMESTIC SH","CALICO/BLUE CREAM","Spayed","SMALL","2020-12-01T00:00:00.000","K22-042948","CA02","A413871","2022-10-25T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
"*PEPPER","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN","2022-08-29T00:00:00.000","K22-042992","CA02","A413965","2022-10-29T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"COUNTY",,,,"1"
,"CAT","DOMESTIC SH","GRAY","Unknown","KITTN",,"K18-027494","EUTH","A369312","2018-03-09T00:00:00.000","2018-03-09T00:00:00.000","0","STRAY","FIELD","DIED","EN ROUTE","UNKNOWN","DEAD","COUNTY",,,,"1"
,"DOG","OLDENG SHEEPDOG/BORDER COLLIE","WHITE","Female","MED","2022-06-27T00:00:00.000","K22-043120","DS68","A414132","2022-11-12T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"DOG","CHIHUAHUA SH","TAN","Male","TOY",,"K22-043026","TX","A414001","2022-11-02T00:00:00.000","2022-11-09T00:00:00.000","7","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
,"DOG","PIT BULL","TAN/WHITE","Male","LARGE",,"K19-033220","DS66","A390198","2019-08-06T00:00:00.000","2019-08-21T00:00:00.000","15","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC MH","BLACK/WHITE","Unknown","SMALL",,"K22-043181","CQ","A414201","2022-11-22T00:00:00.000",,"0","QUARANTINE","FIELD",,,"UNKNOWN",,"*COTATI",,,,"1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Male","KITTN",,"K22-042941","CA03","A413865","2022-10-25T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"CAT","RUSSIAN BLUE","BLUE","Female","SMALL",,"K22-042319","HSSC","A412972","2022-08-23T00:00:00.000","2022-08-30T00:00:00.000","7","STRAY","PHONE","TRANSFER","HSSC","UNKNOWN","PENDING","SANTA ROSA",,,,"1"
,"DOG","PIT BULL/MIX","BR BRINDLE","Female","MED",,"K18-031021","COOLER","A382223","2018-12-27T00:00:00.000","2018-12-29T00:00:00.000","2","STRAY","OVER THE COUNTER","DIED","AT VET","UNKNOWN","DEAD","COUNTY",,,,"1"
"*JOKER","OTHER","GUINEA PIG","TRICOLOR","Male","SMALL","2020-07-07T00:00:00.000","K22-041901","CA01","A412355","2022-07-07T00:00:00.000",,"0","STRAY","OVER THE COUNTER",,,"HEALTHY",,"SANTA ROSA",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K15-013066","EUTH","A317695","2015-03-07T00:00:00.000","2015-03-07T00:00:00.000","0","QUARANTINE","FLD_STRAY","EUTHANIZE","FRA","UNTREATABLE","UNTREATABLE","*SONOMA",,,,"1"
,"CAT","DOMESTIC MH","BRN TABBY","Spayed","SMALL","2009-07-02T00:00:00.000","K20-036114","SMM","A398413","2020-07-02T00:00:00.000","2020-07-14T00:00:00.000","12","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Female","SMALL",,"K15-016016","CI02","A327067","2015-09-17T00:00:00.000","2015-09-29T00:00:00.000","12","STRAY","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K22-040736","PHLAB","A410143","2022-02-22T00:00:00.000","2022-02-22T00:00:00.000","0","QUARANTINE","OVER THE COUNTER","TRANSFER","LAB FRA","UNKNOWN","DEAD","*PETALUMA",,,,"1"
,"OTHER","CHICKEN","RED","Female","MED","2012-05-23T00:00:00.000","K14-008974","LS01","A307125","2014-05-23T00:00:00.000","2014-06-01T00:00:00.000","9","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K20-037395","TRUCK","A401515","2020-11-21T00:00:00.000","2020-11-21T00:00:00.000","0","QUARANTINE","FIELD","EUTHANIZE","FRA","UNKNOWN","DEAD","SANTA ROSA",,,,"1"
,"OTHER","CHICKEN","BROWN/RED","Male","SMALL",,"K14-007660","LS01","A302491","2014-02-08T00:00:00.000","2014-05-01T00:00:00.000","82","CONFISCATE","FLD_CRUEL","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"BUBBY","CAT","DOMESTIC SH","ORG TABBY","Female","KITTN",,"K20-036922","COOLER","A400718","2020-10-01T00:00:00.000","2020-10-05T00:00:00.000","4","QUARANTINE","FIELD","DISPOSAL",,"UNKNOWN",,"COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K21-038175","EUTH","A403428","2021-04-02T00:00:00.000","2021-04-02T00:00:00.000","0","QUARANTINE","FIELD","EUTHANIZE","FRA","UNKNOWN","DEAD","*SONOMA",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K15-013656","TRUCK","A321015","2015-04-22T00:00:00.000","2015-04-25T00:00:00.000","3","QUARANTINE","FLD_STRAY","DISPOSAL","FRA","HEALTHY","DEAD","COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K21-038139","EUTH","A403341","2021-03-26T00:00:00.000","2021-03-26T00:00:00.000","0","QUARANTINE","PRIV_SHELT","EUTHANIZE","FRA","UNKNOWN","UNTREATABLE","*PETALUMA",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K21-038908","EUTH","A405598","2021-06-25T00:00:00.000","2021-06-25T00:00:00.000","0","QUARANTINE","FIELD","TRANSFER","LAB FRA","UNKNOWN","DEAD","COUNTY",,,,"1"
,"DOG","GERM SHEPHERD","BLACK/TAN","Male","LARGE","2021-11-15T00:00:00.000","K22-043133","DS79","A414153","2022-11-15T00:00:00.000",,"0","STRAY","FIELD",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K17-024279","PHLAB","A353383","2017-05-30T00:00:00.000","2017-05-30T00:00:00.000","0","QUARANTINE","FLD_STRAY","EUTHANIZE","FRA","UNTREATABLE","DEAD","COUNTY",,,,"1"
,"OTHER","PARAKEET","WHITE","Unknown","SMALL",,"K15-013366","CI01","A319533","2015-03-28T00:00:00.000","2015-04-13T00:00:00.000","16","STRAY","OVER THE COUNTER","EUTHANIZE","INJ SEVERE","HEALTHY","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Spayed","SMALL",,"K15-016058","CI02","A327174","2015-09-21T00:00:00.000","2015-10-01T00:00:00.000","10","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","ORG TABBY","Male","SMALL",,"K19-032316","TX","A387332","2019-05-24T00:00:00.000","2019-05-24T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K19-033775","PHLAB","A391570","2019-09-19T00:00:00.000","2019-09-19T00:00:00.000","0","QUARANTINE","FLD_STRAY","TRANSFER","LAB FRA","UNKNOWN","DEAD","COUNTY",,,,"1"
,"DOG","GERM SHEPHERD/MIX","WHITE","Male","MED",,"K19-033175","DQ113","A390100","2019-08-02T00:00:00.000","2019-08-13T00:00:00.000","11","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"DOG","GERM SHEPHERD/MIX","TAN/BLACK","Female","LARGE",,"K22-042469","DS76","A413178","2022-09-07T00:00:00.000","2022-10-08T00:00:00.000","31","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K17-023835","TX","A353696","2017-06-07T00:00:00.000","2017-06-08T00:00:00.000","1","STRAY","BORN_HERE","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*FIESTY","OTHER","RABBIT SH","GRAY/WHITE","Neutered","SMALL","2020-09-28T00:00:00.000","K22-042557","CS06","A413300","2022-09-27T00:00:00.000",,"0","STRAY","PHONE",,,"HEALTHY",,"SANTA ROSA",,,,"1"
,"OTHER","KOI","GOLD","Unknown","MED",,"K17-025947","UCD","A362761","2017-10-16T00:00:00.000","2017-12-13T00:00:00.000","58","STRAY","FIELD","TRANSFER","UCD","UNKNOWN","TREATABLE/REHAB","COUNTY","OUT OF COUNTY",,,"1"
,"CAT","DOMESTIC SH","WHITE","Unknown","SMALL",,"K16-020461","COOLER","A341596","2016-08-24T00:00:00.000","2016-08-24T00:00:00.000","0","STRAY","FIELD","DISPOSAL","DOA","UNTREATABLE","DEAD","*WINDSOR",,,,"1"
,"CAT","DOMESTIC SH","GRAY","Male","SMALL",,"K21-038325","SMM","A403892","2021-04-22T00:00:00.000","2021-04-22T00:00:00.000","0","STRAY","PHONE","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC LH","GRAY TABBY/WHITE","Female","KITTN","2022-07-13T00:00:00.000","K22-042514","TRUCK","A413245","2022-09-13T00:00:00.000","2022-09-13T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"SHADOW","DOG","LABRADOR RETR/MIX","BLACK","Neutered",,,"K14-008159","FREEZER","A072529","2014-03-22T00:00:00.000","2014-03-30T00:00:00.000","8","STRAY","FIELD","DIED","IN KENNEL","UNTREATABLE","DEAD","SANTA ROSA",,,,"1"
,"OTHER","GOOSE","WHITE","Unknown","MED",,"K17-026105","EUTH","A363769","2017-10-30T00:00:00.000","2017-10-30T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","GRAY/WHITE","Male","KITTN","2016-07-23T00:00:00.000","K16-020644","CA03","A341995","2016-09-06T00:00:00.000","2016-09-10T00:00:00.000","4","STRAY","OVER THE COUNTER","EUTHANIZE","FERAL","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"BILLIE","DOG","PIT BULL","GRAY/WHITE","Spayed","MED","2017-03-24T00:00:00.000","K18-028350","DA29","A372734","2018-05-22T00:00:00.000","2018-06-06T00:00:00.000","15","STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","SMALL",,"K14-010246","TX","A310072","2014-08-12T00:00:00.000","2014-08-12T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
,"OTHER","LOP-MINI","BROWN/WHITE","Unknown","SMALL",,"K15-015898","CS06","A326860","2015-09-07T00:00:00.000","2015-09-10T00:00:00.000","3","STRAY","BORN_HERE","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K14-011343","RECEIVING","A312880","2014-10-18T00:00:00.000","2014-10-18T00:00:00.000","0","QUARANTINE","FLD_STRAY","EUTHANIZE","FRA","UNTREATABLE","UNTREATABLE","*SEBASTOPOL",,,,"1"
,"CAT","DOMESTIC SH","WHITE","Male","KITTN",,"K15-013105","CI02","A317845","2015-03-11T00:00:00.000","2015-03-12T00:00:00.000","1","STRAY","OVER THE COUNTER","DIED","IN KENNEL","UNTREATABLE","DEAD","COUNTY",,,,"1"
,"CAT","DOMESTIC LH","BLACK/WHITE","Neutered","SMALL",,"K15-014077","SMM","A322299","2015-05-22T00:00:00.000","2015-06-02T00:00:00.000","11","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"HAZEL","DOG","PIT BULL","BLUE","Female","MED",,"K19-031178","DA33","A383463","2019-01-12T00:00:00.000","2019-01-31T00:00:00.000","19","STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
,"DOG","SIBERIAN HUSKY","WHITE","Female","MED",,"K22-043169","DA21","A414206","2022-11-18T00:00:00.000",,"0","STRAY","FIELD",,,"UNKNOWN",,"SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","TORTIE","Spayed","SMALL",,"K16-019076","SMM","A337778","2016-06-01T00:00:00.000","2016-06-09T00:00:00.000","8","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","*WINDSOR",,,,"1"
,"OTHER","TURKEY","BLACK/RED","Female","MED",,"K18-030835","LS03","A381705","2018-12-06T00:00:00.000","2018-12-20T00:00:00.000","14","STRAY","FIELD",,,"UNKNOWN",,"COUNTY",,,,"1"
,"CAT","DOMESTIC LH","ORANGE","Male","SMALL",,"K19-032017","TX","A386377","2019-04-22T00:00:00.000","2019-04-22T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN","2015-07-23T00:00:00.000","K15-015590","TX","A326271","2015-08-23T00:00:00.000","2015-08-24T00:00:00.000","1","STRAY","COMM CAT","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Spayed","SMALL",,"K16-020691","TRUCK","A342091","2016-09-09T00:00:00.000","2016-09-09T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"JIBBY","CAT","DOMESTIC LH","BLACK","Neutered","SMALL",,"K18-028509","CS05","A373300","2018-06-02T00:00:00.000","2018-06-15T00:00:00.000","13","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"CAT","DOMESTIC SH","BRN TABBY","Unknown","SMALL",,"K22-040833","COOLER","A410352","2022-03-02T00:00:00.000","2022-03-02T00:00:00.000","0","STRAY","FIELD","DISPOSAL","DOA","UNKNOWN","DEAD","SANTA ROSA",,,,"1"
"27156","CAT","DOMESTIC SH","WHITE","Male","KITTN","2022-05-04T00:00:00.000","K22-041362","HSSC","A411518","2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","1","STRAY","PHONE","TRANSFER","HSSC","UNKNOWN","PENDING","COUNTY",,,,"1"
,"OTHER","PIG","BLACK/WHITE","Unknown","LARGE",,"K21-039787","TRUCK","A406998","2021-10-02T00:00:00.000","2021-10-02T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","COUNTY",,,,"1"
